Word,Structure,Prefix_Frequency,Root_Frequency,Suffix_Frequency,Word_Length
uni(onct)u,prs,6.45,0.28,21.57,8
(pépier)é2,rs,,1.16,2.42,8
sub(près)o,prs,3.90999999999999,243.81,64.91,8
a(coque)ol,prs,2142.22,10.91,39.3799999999999,8
hypo(gui)o,prs,10.42,2.9,64.91,8
é(six)otte,prs,320.17,123.01,3.13,8
su(sorte)},prs,0.0,136.64,0.21,8
(nier)aine,rs,,27.98,72.1799999999999,8
dys(gore)m,prs,0.86,0.62,1.33,8
dé(dix)ing,prs,1752.69,135.4,68.61,8
apo(au)ime,prs,0.17,4634.76999999999,9.5,8
com(brut)m,prs,28.22,67.24,1.33,8
vi(veuv)er,prs,0.41,0.78,316.04,8
in(psy)ève,prs,1478.96,15.94,0.71,8
eu(grave)},prs,1.11,158.52,0.21,8
sé(onto)is,prs,1.22,0.14,19.93,8
tri(selon),pr,12.7399999999999,81.4,,8
as(cas)ing,prs,248.66,298.53,68.61,8
a(puis)nce,prs,2142.22,531.94,1491.29,8
ex(séc)one,prs,79.38,0.15,1.39,8
au(âcre)an,prs,87.29,0.46,29.2899999999999,8
au(gaz)ple,prs,87.29,37.79,7.91,8
au(sel)ude,prs,87.29,31.2999999999999,70.7599999999999,8
(gaul)erie,rs,,4.8,267.479999999999,8
in(sofa)ex,prs,1478.96,4.43,0.42,8
bi(les)ène,prs,13.32,9983.31,1.21,8
mé(lever)i,prs,36.91,432.67,9.2,8
su(axe)éon,prs,0.0,7.23,3.28,8
(encre)iér,rs,,7.04999999999999,0.01,8
ob(coma)as,prs,0.93,12.58,0.05,8
é(pote)èle,prs,320.17,84.92,3.87,8
par(lui)ar,prs,44.24,2314.15,1.54,8
(vieux)ium,rs,,501.05,6.47999999999999,8
tri(pu)oïd,prs,12.7399999999999,373.94,0.08,8
per(gui)en,prs,1.01,2.9,22.18,8
au(déma)as,prs,87.29,0.61,0.05,8
in(arc)aye,prs,1478.96,6.67,3.66,8
re(lord)oy,prs,6595.02,1.26,0.79,8
sub(cru)ïa,prs,3.90999999999999,120.72,2.03,8
dé(lob)arc,prs,1752.69,3.69,0.0,8
é(foc)aise,prs,320.17,0.29,9.25,8
dé(meet)re,prs,1752.69,4.23,17.02,8
tri(cape)s,prs,12.7399999999999,6.35,2.31,8
é(grue)ané,prs,320.17,4.76,6.66,8
eu(aqua)el,prs,1.11,4.74,1103.39999999999,8
au(récip)o,prs,87.29,1.63,64.91,8
é(dragée)é,prs,320.17,1.34999999999999,846.24,8
é(xylo)ule,prs,320.17,0.04,6.53,8
bis(sot)ce,prs,0.03,16.66,0.38,8
co(air)ule,prs,73.72,485.18,6.53,8
ab(plu)ait,prs,1.44,30.77,0.0,8
mé(sexe)an,prs,36.91,124.35,29.2899999999999,8
mé(exor)en,prs,36.91,0.66,22.18,8
co(cake)at,prs,73.72,2.57,166.91,8
en(méga)at,prs,2094.69,5.14999999999999,166.91,8
pan(thé)is,prs,3.88999999999999,69.13,19.93,8
mé(scan)ex,prs,36.91,9.71,0.42,8
ab(halo)if,prs,1.44,1.3,409.409999999999,8
a(yeux)ule,prs,2142.22,315.89,6.53,8
ana(mes)at,prs,1.48,1328.99,166.91,8
eu(gara)if,prs,1.11,0.04,409.409999999999,8
é(cave)ime,prs,320.17,27.26,9.5,8
re(pneu)at,prs,6595.02,13.43,166.91,8
re(neuro)i,prs,6595.02,4.22,9.2,8
é(vice)oul,prs,320.17,20.58,0.12,8
par(médi)o,prs,44.24,5.78,64.91,8
tri(anis)o,prs,12.7399999999999,1.2,64.91,8
apo(né)ude,prs,0.17,93.33,70.7599999999999,8
pan(nuée)o,prs,3.88999999999999,1.28,64.91,8
mi(fil)elé,prs,38.47,148.79,1.14,8
eu(nouba)m,prs,1.11,0.95,1.33,8
sé(mule)ou,prs,1.22,13.3,18.39,8
bi(poup)if,prs,13.32,0.2,409.409999999999,8
sé(série)u,prs,1.22,36.53,21.57,8
co(auto)et,prs,73.72,65.37,229.51,8
au(fille)m,prs,87.29,857.24,1.33,8
(câble)ois,rs,,17.09,80.02,8
é(vin)ario,prs,320.17,88.41,21.85,8
ex(axe)èle,prs,79.38,7.23,3.87,8
sé(onct)oy,prs,1.22,0.28,0.79,8
mi(aile)ar,prs,38.47,45.78,1.54,8
sé(bac)ule,prs,1.22,9.98999999999999,6.53,8
(quête)ide,rs,,18.85,29.06,8
é(valve)en,prs,320.17,2.63,22.18,8
sé(oie)ude,prs,1.22,9.21999999999999,70.7599999999999,8
a(tâter)ou,prs,2142.22,3.92,18.39,8
co(râpe)ar,prs,73.72,2.51,1.54,8
pan(tel)al,prs,3.88999999999999,341.97,1125.04,8
pro(show)},prs,37.76,0.09,0.21,8
(museau)il,rs,,1.72,12.29,8
ad(tri)ule,prs,28.56,12.85,6.53,8
mi(glu)ail,prs,38.47,2.8,29.13,8
a(ange)oit,prs,2142.22,71.22,0.05,8
ob(piaf)ce,prs,0.93,2.0,0.38,8
in(minime),pr,1478.96,14.6399999999999,,8
dé(air)ois,prs,1752.69,485.18,80.02,8
re(oxy)ité,prs,6595.02,14.22,1491.88,8
eu(sève)ot,prs,1.11,3.19,58.0999999999999,8
co(fan)ote,prs,73.72,26.5999999999999,15.2499999999999,8
in(igni)ol,prs,1478.96,0.02,39.3799999999999,8
(figer)ell,rs,,5.08,5.21,8
é(sept)ien,prs,320.17,73.17,291.01,8
pan(crud)o,prs,3.88999999999999,0.01,64.91,8
dé(acu)uor,prs,1752.69,0.67,1.04,8
eu(fond)an,prs,1.11,17.53,29.2899999999999,8
sau(me)dre,prs,0.04,4932.05,50.12,8
co(tsar)in,prs,73.72,12.13,109.48,8
(allure)ou,rs,,10.56,18.39,8
sé(trip)ar,prs,1.22,5.79,1.54,8
(toast)ace,rs,,16.77,28.65,8
ob(moto)el,prs,0.93,208.55,1103.39999999999,8
re(pun)sse,prs,6595.02,3.1,37.89,8
ex(stable),pr,79.38,25.1399999999999,,8
ob(exil)ar,prs,0.93,9.34,1.54,8
co(do)être,prs,73.72,16.66,0.47,8
co(berg)in,prs,73.72,11.83,109.48,8
(cuve)ités,rs,,4.84,83.33,8
ad(lynx)il,prs,28.56,1.73,12.29,8
dé(chat)ar,prs,1752.69,97.41,1.54,8
a(par)acre,prs,2142.22,1781.89999999999,0.85,8
co(clodo)},prs,73.72,4.12,0.21,8
ob(pin)ade,prs,0.93,5.06,65.47,8
syn(tige)i,prs,28.31,3.73,9.2,8
mé(bas)oul,prs,36.91,16.34,0.12,8
pour(bas)},prs,94.1399999999999,16.34,0.21,8
ob(et)ende,prs,0.93,12909.08,0.03,8
ob(par)oie,prs,0.93,1781.89999999999,0.04,8
eu(lac)ell,prs,1.11,35.07,5.21,8
ob(nég)ose,prs,0.93,0.559999999999999,12.7,8
sus(nid)ïa,prs,20.1599999999999,12.26,2.03,8
ab(salle)},prs,1.44,116.91,0.21,8
sé(fête)as,prs,1.22,204.22,0.05,8
syn(foncé),pr,28.31,22.33,,8
as(exact)s,prs,248.66,232.71,2.31,8
re(orée)oy,prs,6595.02,0.67,0.79,8
sous(pus)},prs,98.6,2.85,0.21,8
par(face)s,prs,44.24,162.13,2.31,8
ab(mode)en,prs,1.44,33.64,22.18,8
sé(sey)ell,prs,1.22,0.02,5.21,8
mi(rose)ïa,prs,38.47,56.73,2.03,8
ob(nef)éon,prs,0.93,0.41,3.28,8
ex(ton)èse,prs,79.38,65.48,0.15,8
vi(hiver)i,prs,0.41,39.78,9.2,8
pan(pays)},prs,3.88999999999999,233.149999999999,0.21,8
(lest)enée,rs,,2.13999999999999,0.03,8
ab(île)mat,prs,1.44,60.43,1.37,8
con(haut)m,prs,190.18,207.06,1.33,8
post(te)as,prs,0.81,4006.1,0.05,8
dia(blé)el,prs,19.02,19.98,1103.39999999999,8
par(pneu)m,prs,44.24,13.43,1.33,8
re(dic)ure,prs,6595.02,0.83,595.65,8
sé(rhume)s,prs,1.22,9.29,2.31,8
au(cran)ir,prs,87.29,13.9699999999999,168.27,8
(neuro)ion,rs,,4.22,3498.54,8
(rasons)oi,rs,,0.29,5.84,8
ob(fou)eux,prs,0.93,615.39,1027.7,8
ab(bout)um,prs,1.44,137.63,10.79,8
ad(posas)i,prs,28.56,0.0,9.2,8
(capter)ot,rs,,33.8099999999999,58.0999999999999,8
ex(musc)is,prs,79.38,0.36,19.93,8
é(muet)oie,prs,320.17,18.5499999999999,0.04,8
ver(tri)oi,prs,0.98,12.85,5.84,8
sur(mixte),pr,248.22,3.75,,8
ob(via)ple,prs,0.93,6.82,7.91,8
(doigt)aye,rs,,86.78,3.66,8
su(bruit)o,prs,0.0,102.59,64.91,8
épi(pole)é,prs,1.27,2.47,846.24,8
sous(tas)é,prs,98.6,92.98,846.24,8
re(aile)er,prs,6595.02,45.78,316.04,8
co(gât)eul,prs,73.72,3.46999999999999,2.42,8
é(sol)inet,prs,320.17,58.5299999999999,1.02,8
vi(reine)s,prs,0.41,59.05,2.31,8
en(rêche)é,prs,2094.69,0.51,846.24,8
bis(tas)as,prs,0.03,92.98,0.05,8
co(onde)al,prs,73.72,23.73,1125.04,8
pour(tel)o,prs,94.1399999999999,341.97,64.91,8
dys(bref)},prs,0.86,39.27,0.21,8
sé(inde)oi,prs,1.22,24.62,5.84,8
ad(plu)ait,prs,28.56,30.77,0.0,8
(lit)iceps,rs,,199.809999999999,0.11,8
syn(over)o,prs,28.31,4.81,64.91,8
(obscur)on,rs,,26.42,331.19,8
apo(thym)i,prs,0.17,1.17,9.2,8
é(bi)oyant,prs,320.17,1.27,0.97,8
(dorer)acé,rs,,10.34,0.06,8
ex(ténor)s,prs,79.38,1.01,2.31,8
as(en)isse,prs,248.66,9398.98,0.95,8
(dinde)one,rs,,10.5599999999999,1.39,8
eu(dénu)ol,prs,1.11,0.08,39.3799999999999,8
mi(pét)ite,prs,38.47,16.44,30.57,8
sur(lob)al,prs,248.22,3.69,1125.04,8
en(bon)aul,prs,2094.69,3071.74,1.35,8
vi(snob)oi,prs,0.41,3.36,5.84,8
para(urne),pr,17.47,2.67999999999999,,8
(loi)ment1,rs,,110.12,2.38,8
mi(coma)ir,prs,38.47,12.58,168.27,8
dys(leur)s,prs,0.86,534.17,2.31,8
as(vous)ir,prs,248.66,13589.7,168.27,8
(jazz)este,rs,,7.38,6.47,8
é(poutre)m,prs,320.17,2.34,1.33,8
in(sage)ol,prs,1478.96,60.55,39.3799999999999,8
ad(lent)ce,prs,28.56,69.0,0.38,8
ad(race)ex,prs,28.56,43.53,0.42,8
vi(dès)eul,prs,0.41,143.72,2.42,8
as(ci)urne,prs,248.66,10.23,6.09,8
a(rafler)é,prs,2142.22,3.99,846.24,8
eu(tare)et,prs,1.11,14.95,229.51,8
as(orgue)i,prs,248.66,3.12,9.2,8
pan(boa)on,prs,3.88999999999999,1.56,331.19,8
hémi(aube),pr,1.0,30.41,,8
ex(loi)ade,prs,79.38,110.12,65.47,8
ad(gen)oit,prs,28.56,0.15,0.05,8
bi(récit)s,prs,13.32,19.83,2.31,8
mi(vase)ir,prs,38.47,10.99,168.27,8
as(fur)nce,prs,248.66,36.0599999999999,1491.29,8
pan(gaî)il,prs,3.88999999999999,0.55,12.29,8
ana(gon)is,prs,1.48,0.21,19.93,8
pan(plu)um,prs,3.88999999999999,30.77,10.79,8
ad(pède)in,prs,28.56,0.0,109.48,8
pén(bi)ide,prs,2.1,1.27,29.06,8
mi(fisc)é2,prs,38.47,7.08,2.42,8
(navet)iér,rs,,3.15,0.01,8
as(alpes)},prs,248.66,2.24,0.21,8
tri(gât)el,prs,12.7399999999999,3.46999999999999,1103.39999999999,8
par(rap)on,prs,44.24,3.82,331.19,8
sé(lob)ané,prs,1.22,3.69,6.66,8
sub(mie)if,prs,3.90999999999999,10.06,409.409999999999,8
in(flore)i,prs,1478.96,0.99,9.2,8
eu(taxe)ot,prs,1.11,5.7,58.0999999999999,8
co(duel)ar,prs,73.72,7.54,1.54,8
dé(né)etée,prs,1752.69,93.33,0.1,8
en(cruel)m,prs,2094.69,36.24,1.33,8
ana(tim)ie,prs,1.48,3.58,435.78,8
(expier)ir,rs,,1.75,168.27,8
su(gyro)um,prs,0.0,0.56,10.79,8
é(mirer)é2,prs,320.17,3.38999999999999,2.42,8
pro(de)ate,prs,37.76,25220.96,4.15,8
a(mufle)um,prs,2142.22,1.77999999999999,10.79,8
sé(otage)u,prs,1.22,26.39,21.57,8
en(car)ate,prs,2094.69,255.79,4.15,8
par(cône)m,prs,44.24,148.24,1.33,8
é(pépin)ar,prs,320.17,5.60999999999999,1.54,8
dys(négat),pr,0.86,26.51,,8
é(humer)ar,prs,320.17,1.55,1.54,8
dé(bide)ot,prs,1752.69,3.66,58.0999999999999,8
(bidule)if,rs,,0.94,409.409999999999,8
a(nat)igne,prs,2142.22,6.54999999999999,5.3,8
sé(célér)u,prs,1.22,20.12,21.57,8
su(taie)oy,prs,0.0,0.35,0.79,8
en(pâte)er,prs,2094.69,25.43,316.04,8
au(ici)éon,prs,87.29,2411.79,3.28,8
su(cost)on,prs,0.0,0.7,331.19,8
syn(goal)é,prs,28.31,1.32,846.24,8
a(muet)ell,prs,2142.22,18.5499999999999,5.21,8
(godet)iér,rs,,0.329999999999999,0.01,8
su(bien)en,prs,0.0,4593.32,22.18,8
su(zizi)en,prs,0.0,2.69,22.18,8
bi(fou)ice,prs,13.32,615.39,312.58,8
ab(pas)ule,prs,1.44,18315.21,6.53,8
ab(oeuf)ex,prs,1.44,39.41,0.42,8
dia(vex)en,prs,19.02,0.05,22.18,8
ver(ma)ell,prs,0.98,2670.39,5.21,8
pré(flux)},prs,209.31,12.32,0.21,8
eu(ami)eul,prs,1.11,862.56,2.42,8
ab(réel)il,prs,1.44,213.84,12.29,8
ob(ciel)um,prs,0.93,162.37,10.79,8
a(sas)sses,prs,2142.22,3.26,2.23,8
pour(onct),pr,94.1399999999999,0.28,,8
en(joue)at,prs,2094.69,41.03,166.91,8
as(ténu)er,prs,248.66,5.1,316.04,8
(motel)ate,rs,,8.62,4.15,8
a(science),pr,2142.22,66.85,,8
ob(ports)u,prs,0.93,17.0,21.57,8
bis(face)s,prs,0.03,162.13,2.31,8
bi(purul)i,prs,13.32,0.1,9.2,8
ver(nav)oi,prs,0.98,16.5,5.84,8
eu(roc)ote,prs,1.11,3.91,15.2499999999999,8
pro(table),pr,37.76,127.2,,8
(ranger)en,rs,,182.269999999999,22.18,8
su(riz)ule,prs,0.0,24.9399999999999,6.53,8
ex(bâche)o,prs,79.38,2.41,64.91,8
com(os)end,prs,28.22,45.13,14.51,8
en(nou)ûre,prs,2094.69,1.53,7.59,8
sé(arc)éon,prs,1.22,6.67,3.28,8
a(singe)if,prs,2142.22,36.7699999999999,409.409999999999,8
mi(veille),pr,38.47,28.34,,8
co(sûr)ûre,prs,73.72,1259.95,7.59,8
re(âge)ien,prs,6595.02,172.45,291.01,8
é(box)émie,prs,320.17,24.46,0.23,8
(tôle)urne,rs,,3.58,6.09,8
as(minet)u,prs,248.66,7.09,21.57,8
ver(tube)},prs,0.98,20.54,0.21,8
as(car)ule,prs,248.66,255.79,6.53,8
re(prose)u,prs,6595.02,0.81,21.57,8
pour(la)ar,prs,94.1399999999999,16097.02,1.54,8
eu(fior)an,prs,1.11,0.24,29.2899999999999,8
(sécul)ure,rs,,0.26,595.65,8
uni(anis)u,prs,6.45,1.2,21.57,8
ab(lynx)ar,prs,1.44,1.73,1.54,8
(essay)ion,rs,,452.08,3498.54,8
mi(mot)eul,prs,38.47,104.72,2.42,8
mé(musc)ex,prs,36.91,0.36,0.42,8
eu(info)en,prs,1.11,25.49,22.18,8
en(rail)oi,prs,2094.69,9.31,5.84,8
eu(tamis)},prs,1.11,1.39,0.21,8
(tis)iceps,rs,,0.33,0.11,8
(astuce)oi,rs,,7.06,5.84,8
ver(alibi),pr,0.98,11.1299999999999,,8
sé(génie)i,prs,1.22,197.2,9.2,8
(cahot)ore,rs,,0.08,5.18999999999999,8
ex(foc)non,prs,79.38,0.29,0.26,8
pour(vue)s,prs,94.1399999999999,1334.0,2.31,8
tri(cél)é2,prs,12.7399999999999,6.47,2.42,8
é(crypte)i,prs,320.17,2.83,9.2,8
dys(eau)as,prs,0.86,290.61,0.05,8
(voeux)uor,rs,,17.86,1.04,8
ex(essor)s,prs,79.38,0.7,2.31,8
épi(dos)is,prs,1.27,180.9,19.93,8
sus(néo)el,prs,20.1599999999999,0.62,1103.39999999999,8
apo(blé)oy,prs,0.17,19.98,0.79,8
(samba)uor,rs,,2.91,1.04,8
tri(de)ate,prs,12.7399999999999,25220.96,4.15,8
a(sec)atie,prs,2142.22,67.96,0.47,8
mi(là)ogne,prs,38.47,2135.06,12.91,8
con(par)é2,prs,190.18,1781.89999999999,2.42,8
ab(max)ine,prs,1.44,8.19,56.3199999999999,8
hémi(où)ir,prs,1.0,2177.25,168.27,8
con(dic)ie,prs,190.18,0.83,435.78,8
a(degré)en,prs,2142.22,21.2999999999999,22.18,8
a(âge)atum,prs,2142.22,172.45,1.23,8
re(conte)},prs,6595.02,268.43,0.21,8
(près)lège,rs,,243.81,2.35,8
(épicur)re,rs,,0.17,17.02,8
pré(trist),pr,209.31,2.05999999999999,,8
syn(maïs)i,prs,28.31,6.33,9.2,8
per(méga)m,prs,1.01,5.14999999999999,1.33,8
(élite)ide,rs,,7.68,29.06,8
syn(cri)il,prs,28.31,161.779999999999,12.29,8
(demi)etée,rs,,45.05,0.1,8
é(miso)iér,prs,320.17,0.23,0.01,8
sus(dent)s,prs,20.1599999999999,96.9399999999999,2.31,8
pén(arc)ou,prs,2.1,6.67,18.39,8
a(tier)ime,prs,2142.22,0.38,9.5,8
a(dupe)aud,prs,2142.22,7.2,106.029999999999,8
as(car)oïd,prs,248.66,255.79,0.08,8
épi(fixe)i,prs,1.27,20.92,9.2,8
é(juste)ol,prs,320.17,1091.31,39.3799999999999,8
su(onde)ce,prs,0.0,23.73,0.38,8
(myxom)ule,rs,,0.03,6.53,8
en(terre)m,prs,2094.69,522.31,1.33,8
apo(pli)al,prs,0.17,14.7999999999999,1125.04,8
ab(vigne)s,prs,1.44,9.14999999999999,2.31,8
sé(tsar)is,prs,1.22,12.13,19.93,8
post(joue),pr,0.81,41.03,,8
en(chér)um,prs,2094.69,0.06,10.79,8
com(des)ex,prs,28.22,6057.32,0.42,8
ad(glu)ait,prs,28.56,2.8,0.0,8
(soma)être,rs,,0.0,0.47,8
per(par)an,prs,1.01,1781.89999999999,29.2899999999999,8
sau(cru)re,prs,0.04,120.72,17.02,8
con(cyan)é,prs,190.18,2.23,846.24,8
re(cri)uch,prs,6595.02,161.779999999999,0.87,8
ab(set)acé,prs,1.44,3.05,0.06,8
é(stage)is,prs,320.17,8.16,19.93,8
sé(tas)oir,prs,1.22,92.98,113.06,8
dys(caco)},prs,0.86,0.04,0.21,8
sub(île)il,prs,3.90999999999999,60.43,12.29,8
sub(fin)et,prs,3.90999999999999,1200.89,229.51,8
bi(gang)ce,prs,13.32,17.49,0.38,8
é(poste)ir,prs,320.17,102.98,168.27,8
vi(ém)aire,prs,0.41,1.56,853.76,8
per(age)ir,prs,1.01,3.25,168.27,8
bi(buts)at,prs,13.32,4.63,166.91,8
re(râpe)ce,prs,6595.02,2.51,0.38,8
ex(sect)en,prs,79.38,1.44,22.18,8
a(fonte)en,prs,2142.22,0.74,22.18,8
é(quoi)eux,prs,320.17,4487.17,1027.7,8
é(loco)ude,prs,320.17,4.04,70.7599999999999,8
mi(auge)ie,prs,38.47,0.49,435.78,8
ex(or)ième,prs,79.38,132.799999999999,159.55,8
sé(ruine)u,prs,1.22,36.22,21.57,8
eu(phém)en,prs,1.11,1.11,22.18,8
re(vol)ade,prs,6595.02,477.53,65.47,8
sé(nuée)at,prs,1.22,1.28,166.91,8
é(médi)oit,prs,320.17,5.78,0.05,8
ob(son)oir,prs,0.93,1894.35999999999,113.06,8
(truie)iau,rs,,3.16,0.95,8
a(nylon)ïa,prs,2142.22,1.27,2.03,8
sus(nacre),pr,20.1599999999999,0.63,,8
tri(nav)ol,prs,12.7399999999999,16.5,39.3799999999999,8
ab(rôle)on,prs,1.44,70.22,331.19,8
(gigolo)ol,rs,,1.01,39.3799999999999,8
bis(ni)ais,prs,0.03,377.659999999999,98.63,8
sur(tom)il,prs,248.22,0.83,12.29,8
bi(os)ième,prs,13.32,45.13,159.55,8
ob(nez)one,prs,0.93,76.67,1.39,8
pré(aide)s,prs,209.31,867.02,2.31,8
a(torche)s,prs,2142.22,10.62,2.31,8
eu(tes)ace,prs,1.11,690.24,28.65,8
(ranch)ier,rs,,6.95,847.1,8
con(pu)dre,prs,190.18,373.94,50.12,8
re(outil)o,prs,6595.02,14.44,64.91,8
uni(dé)ule,prs,6.45,23.3699999999999,6.53,8
pro(roi)ex,prs,37.76,230.27,0.42,8
ob(cata)il,prs,0.93,3.96999999999999,12.29,8
ob(acu)oïd,prs,0.93,0.67,0.08,8
sé(voie)al,prs,1.22,112.19,1125.04,8
vi(bol)uor,prs,0.41,17.62,1.04,8
eu(rive)um,prs,1.11,23.4999999999999,10.79,8
uni(ce)elé,prs,6.45,10360.53,1.14,8
uni(ciel)u,prs,6.45,162.37,21.57,8
bi(gag)ium,prs,13.32,2.41,6.47999999999999,8
sur(roc)el,prs,248.22,3.91,1103.39999999999,8
(manège)on,rs,,5.92,331.19,8
é(anti)ien,prs,320.17,5.57,291.01,8
sus(test)é,prs,20.1599999999999,72.64,846.24,8
per(au)ide,prs,1.01,4634.76999999999,29.06,8
(civil)age,rs,,57.42,707.48,8
ex(papet)m,prs,79.38,0.899999999999999,1.33,8
ex(bâche)},prs,79.38,2.41,0.21,8
ana(do)eul,prs,1.48,16.66,2.42,8
per(acu)ïa,prs,1.01,0.67,2.03,8
con(de)ose,prs,190.18,25220.96,12.7,8
sau(pole)},prs,0.04,2.47,0.21,8
ad(défi)el,prs,28.56,24.2599999999999,1103.39999999999,8
ab(jur)ore,prs,1.44,3.34999999999999,5.18999999999999,8
bi(dur)ois,prs,13.32,220.29,80.02,8
(radar)eux,rs,,10.36,1027.7,8
a(mourir)m,prs,2142.22,440.31,1.33,8
(igni)être,rs,,0.02,0.47,8
vi(pil)ace,prs,0.41,1.51,28.65,8
ex(gesta)é,prs,79.38,0.53,846.24,8
in(oeuf)et,prs,1478.96,39.41,229.51,8
as(luge)ou,prs,248.66,1.22,18.39,8
hyper(tic),pr,1.93,3.1,,8
sé(larve)},prs,1.22,3.53,0.21,8
(publi)oit,rs,,2.62,0.05,8
a(guér)ure,prs,2142.22,5.84,595.65,8
ver(tom)on,prs,0.98,0.83,331.19,8
sé(cru)ain,prs,1.22,120.72,805.679999999999,8
mé(hier)el,prs,36.91,223.77,1103.39999999999,8
su(maso)re,prs,0.0,0.42,17.02,8
(mun)iller,rs,,14.4,3.80999999999999,8
ver(sus)ie,prs,0.98,4.27,435.78,8
a(gros)ait,prs,2142.22,334.63,0.0,8
tri(top)is,prs,12.7399999999999,19.18,19.93,8
mé(lord)ïa,prs,36.91,1.26,2.03,8
in(gât)eur,prs,1478.96,3.46999999999999,2127.06,8
(porter)is,rs,,892.509999999999,19.93,8
(funér)ené,rs,,11.43,0.77,8
uni(ne)ite,prs,6.45,13357.03,30.57,8
co(abdo)ie,prs,73.72,0.86,435.78,8
pan(orner),pr,3.88999999999999,3.80999999999999,,8
ex(ard)ite,prs,79.38,18.48,30.57,8
re(ravage),pr,6595.02,4.09,,8
mé(voeu)ot,prs,36.91,10.72,58.0999999999999,8
in(fête)as,prs,1478.96,204.22,0.05,8
eu(fuy)one,prs,1.11,3.71,1.39,8
co(baby)al,prs,73.72,13.19,1125.04,8
eu(dont)il,prs,1.11,223.42,12.29,8
dia(écu)é2,prs,19.02,1.48,2.42,8
sau(dires),pr,0.04,1.94,,8
in(flanc)m,prs,1478.96,5.71,1.33,8
dia(mur)an,prs,19.02,93.21,29.2899999999999,8
(slave)ada,rs,,0.23,1.04,8
vi(pur)ené,prs,0.41,77.95,0.77,8
co(pole)an,prs,73.72,2.47,29.2899999999999,8
bis(pén)um,prs,0.03,4.58,10.79,8
dé(gilet)o,prs,1752.69,6.06,64.91,8
sé(téter)u,prs,1.22,6.37999999999999,21.57,8
a(duc)isse,prs,2142.22,12.99,0.95,8
in(degré)é,prs,1478.96,21.2999999999999,846.24,8
(idem)enée,rs,,1.86,0.03,8
su(les)èse,prs,0.0,9983.31,0.15,8
au(raid)re,prs,87.29,1.16,17.02,8
mi(dos)arc,prs,38.47,180.9,0.0,8
en(zizi)en,prs,2094.69,2.69,22.18,8
re(dope)if,prs,6595.02,7.75,409.409999999999,8
(tenir)oit,rs,,976.42,0.05,8
(éclore)el,rs,,1.55,1103.39999999999,8
sé(art)uch,prs,1.22,132.7,0.87,8
anté(mûr)i,prs,8.42,13.88,9.2,8
é(exprès)},prs,320.17,27.06,0.21,8
(hêtre)ada,rs,,0.649999999999999,1.04,8
au(potin)o,prs,87.29,2.02,64.91,8
a(cane)ime,prs,2142.22,1.61,9.5,8
pan(cime)é,prs,3.88999999999999,1.78,846.24,8
ad(soupe)u,prs,28.56,46.82,21.57,8
(salop)eut,rs,,47.59,6.61,8
su(vrac)in,prs,0.0,1.17,109.48,8
bi(puéril),pr,13.32,4.06,,8
vi(meule)},prs,0.41,1.42,0.21,8
ob(catch)s,prs,0.93,3.07,2.31,8
su(dèche)é,prs,0.0,0.38,846.24,8
mé(bâche)o,prs,36.91,2.41,64.91,8
dé(refus)u,prs,1752.69,152.9,21.57,8
ex(oui)dre,prs,79.38,3207.35,50.12,8
ad(dic)ion,prs,28.56,0.83,3498.54,8
bis(make)o,prs,0.03,1.62,64.91,8
au(hôte)ar,prs,87.29,27.77,1.54,8
pén(bac)on,prs,2.1,9.98999999999999,331.19,8
épi(fiel)m,prs,1.27,1.36,1.33,8
co(sa)atum,prs,73.72,1276.38,1.23,8
in(bière)o,prs,1478.96,81.67,64.91,8
eu(cil)ore,prs,1.11,3.61,5.18999999999999,8
sub(puls)é,prs,3.90999999999999,39.43,846.24,8
con(moi)oy,prs,190.18,3696.27,0.79,8
sus(amas)i,prs,20.1599999999999,1.56,9.2,8
ana(méla)u,prs,1.48,0.09,21.57,8
épi(ça)dre,prs,1.27,8971.85,50.12,8
épi(ta)oul,prs,1.27,1265.97,0.12,8
com(pie)ie,prs,28.22,5.22999999999999,435.78,8
mé(gesta)},prs,36.91,0.53,0.21,8
per(an)ose,prs,1.01,1293.42,12.7,8
a(resta)ir,prs,2142.22,3.53,168.27,8
sé(ni)ésim,prs,1.22,377.659999999999,0.03,8
(hôtel)ine,rs,,115.899999999999,56.3199999999999,8
sé(corse)},prs,1.22,3.01,0.21,8
(birman)ol,rs,,0.449999999999999,39.3799999999999,8
é(dent)aud,prs,320.17,96.9399999999999,106.029999999999,8
a(pâte)bil,prs,2142.22,25.43,0.02,8
é(força)ou,prs,320.17,0.34,18.39,8
in(tel)ail,prs,1478.96,341.97,29.13,8
co(gore)ir,prs,73.72,0.62,168.27,8
vi(zen)ène,prs,0.41,3.47,1.21,8
(fleur)ené,rs,,110.1,0.77,8
(fonçer)el,rs,,2.28,1103.39999999999,8
tri(bi)non,prs,12.7399999999999,1.27,0.26,8
a(dada)ars,prs,2142.22,1.82,1.08,8
as(onto)an,prs,248.66,0.14,29.2899999999999,8
dé(snob)ir,prs,1752.69,3.36,168.27,8
sub(tsar)},prs,3.90999999999999,12.13,0.21,8
com(aboi)s,prs,28.22,4.14,2.31,8
dé(rêve)ot,prs,1752.69,287.83,58.0999999999999,8
su(dîner)u,prs,0.0,163.59,21.57,8
é(parc)iér,prs,320.17,33.0199999999999,0.01,8
sur(tis)oi,prs,248.22,0.33,5.84,8
eu(dodo)oi,prs,1.11,7.52,5.84,8
